Kenmerk,Onderwerp,Toelichting,Reactie
HRM,[Signaal] De bestemming is niet mogelijk bij organisatie/persoon,"Probleembeschrijving: In het signaal: Starten WF 145] SKB - arbeidsongeschiktheidsverzerkering Robidus/Loyalis - nieuw . Krijgen we de volgende foutmelding. De bestemming Medewerker is niet mogelijk bij organisatie/persoon. Echter kan ik deze persoon nergens vinden. Aanvullende details: - Kun je aangeven welke stappen je hebt doorlopen voordat de foutmelding verscheen? - Signaal geeft foutmelding - Speelt dit probleem bij meerdere medewerkers of alleen bij deze specifieke persoon? - Alleen bij deze - Kun je meer details geven over de medewerker, zoals een naam of ID, zodat we kunnen helpen zoeken? - 21098","Beste Niels, We hebben een Help artikel dat dit probleem beschrijft. Hierin staan ook mogelijk oorzaken met desbetreffende oplossingen. 1. Ga naar https://help.afas.nl 2. Zoek op De bestemming is niet mogelijk bij organisatie/persoon 3. Open het artikel 4. Directe link: https://help.afas.nl/meldingen/NL/SE/97384.htm Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Nog een fijne dag! Met vriendelijke groet, Anne May de Ruwe Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,[Weegave] Debiteurnaam ontbreekt bij grootboekkaart '8010 Omzet projecten' na toevoegen Deb./Cred. nummer.,"Probleembeschrijving: Goedemiddag, Op grootboekkaart '8010 Omzet projecten' lukt het mij wel om een kolom Deb./Cred. nummer toe te voegen aan de selectie, maar de bijbehorende debiteurnaam kan ik niet vinden in de velden voor de weergave. Ik heb deze gegevens snel nodig. Kunt u me hierbij helpen? Bedankt alvast! Met vriendelijke groet, Inez de Boer Aanvullende details: - Kun je bevestigen of je de schermafbeelding hebt toegevoegd? Zo niet, kun je deze alsnog toevoegen? - Ja - Kun je aangeven welke stappen je precies hebt doorlopen om de kolom toe te voegen? - Financiële mutaties uitgebreid-Beheer weergaven. Daar heb het veld Deb./Cred. gevonden. Dit is echter een nummer, maar ik heb een naam nodig! - Heb je gecontroleerd of het veld 'Debiteurnaam' beschikbaar is in andere grootboekkaarten? - Ja","Beste Inez, We hebben telefonisch het volgende besproken: Door een veld toe te voegen aan de weergave is dit gelukt. Het veld is goed verstopt onder debiteur/crediteur / algemeen / omschrijving. Voor de volledigheid voeg ik de meekijksessie toe in de bijlage. Zo zie je wat er is gebeurd. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Stijn van Brummelen Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
ERP,Wijziging budgethouder instellingen van grootboekrekening naar verbijzondering en impact op processen.,"Probleembeschrijving: Goedemiddag Femke, We zijn van plan om de budgethouder instellingen op de locatie Financieel / Beheer / Instellingen administratie te wijzigen van vastleggen op grootboekrekening (G) naar vastleggen op verbijzondering (V). Op dit moment gebruiken we het veld budgethouder nog niet op een locatie. Zijn er toch plaatsen waar we rekening moeten houden met het aanpassen van deze instelling? Bijvoorbeeld procuratie van inkoopfacturen? Groet, Niels Aanvullende details: - Zijn er specifieke processen of workflows waarin het veld 'budgethouder' al actief betrokken is? - Voor zover ik kan inschatten niet behalve in de procuratie van inkoopfacturen. - Kun je bevestigen of de procuratie-instellingen voor inkoopfacturen aan budgethouders zijn gekoppeld? - Nee bij het nalopen van de workflow blijkt dat hier een andere groep is gekoppeld op de plek waar ik dit had verwacht.","Hoi Niels, Als jullie nog geen gebruik maken van de budgethouders in bijvoorbeeld de beoordeling van inkooporders of -facturen, dan kan het ook geen kwaad om deze aanpassing door te voeren. 🙂 De enige andere plek waar je nog verschillen zou kunnen zien is in specifieke overzichten, analyses en dashboards die voor de budgethouders zijn. Daar ga je dan natuurlijk andere gegevens zien, maar dat is ook logisch. Het is altijd aan te raden om de wijziging eerst in een testomgeving te doen en even te controleren of je ergens in de bestaande inkoopprocessen nog veranderingen ziet die je niet verwacht had. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Dennis van Woensel Meer weten over het nieuwe onboarden? https://klant.afas.nl/thema/onboarden"
ERP,Groepering detailsectie van rapport inkooporder aanpassen,"Probleembeschrijving: Er gaat iets mis in de ontvangstbonnen. Door de consultants Christianne en Julian is hier al veel aan gesleuteld en we hebben nu uiteindelijk een ontvangstbon die kijkt naar de afleverlocatie op de aanvraag en/of de afleverlocatie op de inkooporder (indien er geen aanvraag aan ten grondslag gaat). Daarnaast is er een link met de kostenplaats (voor het geval er geen afleverlocatie is gevuld). Wat ons nu opvalt is dat de ontvangsten gebundeld worden per kostenplaats. Vervolgens kijkt hij daarna pas naar de afleverlocaties en als dit voor de 1e regel A6130-2 is, komt dit ook voor de opvolgende regels als afleverlocatie op de ontvangstbon te staan. Dit, terwijl de andere 2 regels als afleverlocatie In bijgevoegd voorbeeld komt namelijk de eerste regel uit A00002848 (afleverlocatie A6130-2, OK chirurgie (CMA)) Daarna heb je A00002633 en A00002636 met afleverlocatie A6101-1 (CSA Secretariaat). Op de ontvangstbon staat nu echter voor alle 3 de regels afleverlocatie A6130-2, OK chirurgie (CMA), dat is niet juist! Je zou denken dat dit sporadisch voor komt, maar bij de CSA wordt het heel vaak op deze manier ingevuld. (kostenplaats OK, afleveradres CSA) Graag jullie hulp hoe we dit kunnen rechttrekken. Stukje rapporten is voor mij nog moeilijk. Aanvullende details: - Kun je precies aangeven welke stappen worden doorlopen om de ontvangstbon te genereren? - boeken van ontvangst via Boxwise - Is er een specifieke logica of instelling die bepaalt hoe afleverlocaties en kostenplaatsen gekoppeld worden in het systeem? - zie rapport - Hebben Christianne en Julian documentatie achtergelaten over hun aanpassingen, zodat we kunnen begrijpen wat er is gewijzigd? - Nee, helaas niet dat ik weet. (wellicht gedeeltelijk in Simplr)","Hoi Nick, We hebben dit vandaag besproken. Zoals aangegeven is er nu inderdaad een groepering op kostenplaats en daarna op bijbehorend inkoopordernummer aangemaakt, zie ook de bijlage. Hoe je dit aanpast, staat uitgelegd in dit artikel: https://help.afas.nl/help/NL/SE/Data_Config_Rep_Sectn.htm. Onder het kopje ‘werkwijze’ vind je alle relevante stappenplannen hoe je de groepering en sortering kunt wijzigen. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet,https://help.afas.nl/help/NL/SE/Data_Config_Rep_Sectn.htm Dennis van Woensel Meer weten over het nieuwe onboarden? https://klant.afas.nl/thema/onboarden"
HRM,"[Onboarden] Veld '(Z) Zakelijk mailadres' blijft leeg bij starten Onboarden, ondanks standaardinstelling.","Probleembeschrijving: Goedemiddag, Wij zijn bezig met de inrichting van Onboarden. In het profiel dat wij gebruiken hebben we binnen de context aangegeven dat het mailadres voor de toegang tot Insite bij registratie workflow altijd ' (Z) Zakelijk mailadres' is. Echter als wij aanmaken onboarden starten is het veld altijd leeg en moeten we het alsnog invullen. Waardoor komt dit? Bij voorkeur hebben wij dit veld namelijk altijd gevuld en verborgen. Ik hoor het graag. Alvast bedankt! Aanvullende details: - Kun je bevestigen of het veld '(Z) Zakelijk mailadres' bij de specifieke context correct is ingesteld als standaardwaarde? - Ja; zie afbeelding 3. - Welk profiel gebruik je precies voor de inrichting van Onboarden? Is dit één die al opgenomen was in de AFAS omgeving, of een custom profiel dat jullie hebben aangemaakt? - Dit is een eigen profiel. - Heeft deze configuratie ooit naar behoren gewerkt, en zo ja, tot wanneer werkte dit nog goed? - Aan het begin van de inrichting heeft dit een paar keer gewerkt. De afgelopen weken echter niet meer.","Beste Emiel, Dit komt omdat het veld Automatisch gebruiker aanmaken geen voorkeurswaarde heeft voor ‘Ja’. Geeft dit veld een Ja en het is opgelost. Dit heb ik net ook getest in mijn omgeving en dan werkt het. Het is niet mogelijk om geen gebruiker aan te maken maar wel jullie gewenste veld met een voorkeurswaarde te vullen. Zie ook de afbeelding in de bijlage. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Daan Borgers Nog niet over op het nieuwe onboarden? Dan kun je nu gebruikmaken van de zelfstudie over Onboarden: https://klant.afas.nl/opleiding-zelfstudie/inrichtingssessie-van-indienst-tot-onboarden-zelfstudie De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
ERP,[Padindeling] Foutmelding bij opslaan van analyse in AFAS vanuit Excel.,"Probleembeschrijving: Ik wil een analyse bewerken, maar krijg als ik deze op wil slaan in afas een foutmelding. Ik sla de analyse op de plek van waaruit ik ook de e-facturen inlees in afas. Aanvullende details: - Kun je aangeven welke stappen je precies doorloopt voordat de foutmelding verschijnt? - Ik wil de wijzigingen opslaan in profit vanuit excell - Sinds wanneer ervaar je dit probleem, en werkte het eerder wel zonder problemen? - Geen idee - Is er iets gewijzigd in de analyse of omgeving sinds het moment dat deze fout begon op te treden? - nee","Beste Kim, In de foutmelding zie je de volgende melding terug: ‘‘De opgegeven padindeling wordt niet ondersteund.’’ Zie ook de bijlage waar je deze melding kan vinden. Meer informatie over deze melding kan je terugvinden op onze help. Zoek voor meer informatie in onze Help. 1. Ga naar https://help.afas.nl 2. Zoek op [De opgegeven padindeling wordt niet ondersteund] 3. Open het artikel In dit artikel vind je drie oplossingen om dit probleem te verhelpen. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Stijn van Brummelen Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
HRM,[Instantie]Einddatum pensioen kan niet aangepast worden door oude dienstverband gegevens.,"Probleembeschrijving: Ik probeer bij een medewerker de instantiegegevens van het pensioen aan te passen. Maar ik krijg een foutmelding. Ik kan de einddatum niet aanpassen. Dit is ook logisch er zit iets van het oude dienstverband in de weg waarom ik dit probleem krijg, ik denk van DV1. In de bijlage heb ik alle stappen omschreven. Geen aanvullende vragen gesteld.","Beste Evert, Dit komt omdat de medewerker een dienstverband heeft waarvoor de instantie nog niet aanwezig is. Profit dwingt nu af om voor de ontbrekende periode waarbij de medewerker een dienstverband heeft alsnog een instantieregel aan te maken. Dit is niet te voorkomen en de enige oplossing is de instantie met de juiste begin- en einddatum aan te maken. Eventueel kun je dit eerst in een testomgeving doen, zodat je eventueel nog controles kunt doen of alles verder goed gaat. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Daan Borgers Nog niet over op het nieuwe onboarden? Dan kun je nu gebruikmaken van de zelfstudie over Onboarden: https://klant.afas.nl/opleiding-zelfstudie/inrichtingssessie-van-indienst-tot-onboarden-zelfstudie De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
HRM,"[Onboarden]Fout in onboarden workflow bij beëindigen lopend contract, blijft hangen in status.",Probleembeschrijving: Fout workflow Onboarden bij Lopend contract beëindigen. We willen medewerker Djoina Heinemann omzetten van externe medewerker naar vaste medewerker. Hier is een onboarden flow voor gestart. De workflow blijft hangen in de stap Controle lopend dienstverband beëindigd. Dit komt door de conditie 'Lopend dienstverband is beeindigd'. De waarde 'Dienstverband beëindigen uitgevoerd' kunnen we niet handmatig aanpassen. Deze medewerker kan nu dus niet in dienst gemeld worden. We hebben werkelijk alles al geprobeerd maar het lukt gewoon niet. Omdat deze medewerker al in dienst is gekomen per 1-4 hebben we nu besloten dit handmatig in Profit op te voeren. Van Oranje consultancy hebben we begrepen dat er aan de achterkant iets fout zat in de onboarden flows wat dit probleem kan veroorzaken. Dit zou door AFAS opgelost zijn half januari? Maar omdat we deze flows al hadden staan is deze oplossing bij ons niet doorgevoerd? Is daar iets van bij jullie bekend? We hebben nog twee medewerkers waar het onboarden niet verwerkt kan worden omdat de flows blijven hangen in de status Ondertekend sollicitant. Bij beide is een mutatie (handmatig) gestart voor het stopzetten van het huidige dienstverband. Hoe kunnen we oplossen dat deze flows gewoon verwerkt kunnen worden zonder dit handmatig te hoeven doen in Profit? En hoe kunnen we voorkomen dat dit in de toekomst weer gebeurt? Aanvullende details: - Kun je bevestigen of de genoemde oplossing van januari daadwerkelijk niet is doorgevoerd in jullie omgeving? - Wij weten niets van genoemde oplossing. Van AFAS hebben we geen communicatie gezien. - Welke stappen zijn precies genomen om het probleem op te lossen voordat besloten werd handmatig in Profit op te voeren? - We hebben geprobeerd de workflow handmatig door te zetten maar dat lukt niet. Het veld 'Dienstverband beëindigen uitgevoerd' kunnen we nergens aanpassen. - Zijn er specifieke foutmeldingen of logs beschikbaar die aangeven waarom de workflow blijft hangen? - Bij ons niet bekend.,"Beste Marie-Louise, We hebben de situatie van Currie en Scholsberg bekeken. Het lijkt erop dat de medewerker handmatig de uitdienst worklfow heeft gestart. Hierdoor werkt Profit de gegevens in de Onboarden workflow niet bij en gaat het dus verkeerd. Dit kunnen hebben we voor nu opgelost door de zichtbaarheid van de actieknop aan te passen naar de conditie Altijd ipv Lopend dienstverband beëindigd. Dit hebben we gedaan bij de actie Lopend dienstverband is beëindigd. Bij het registreren komt er opnieuw een melding. Daarvoor hebben we in het beoordelen profiel aanpassen bij beoordelen toestaan aangevinkt. Echter kun je de aanpassing nog niet opslaan gezien er nog verplichte velden zitten. JIj gaat deze vullen en dan pas je het aan en kies je opnieuw voor de actie. Samengevat: - Na het aanpassen van de beide workflows en het registreren voer jij de volgende acties uit: - Workflow publiceren zodat de zichtbaarheid van de actie weer goed staat met de juiste conditie - Aanpassen bij beoordelen toestaan uitvinden in het beoordelen profiel - Jij informeert je collega’s dat ze niet handmatig dienstverband afsluiten hoeven op te starten of de uitdienst dit gebeurd in de workflow op basis van de waarde in het veld Actie lopend dienstverband - Hou er rekening mee dat wanneer er een einddatum in het contract zit de afsluiten dienstverband flow niet automatisch start. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Daan Borgers Nog niet over op het nieuwe onboarden? Dan kun je nu gebruikmaken van de zelfstudie over Onboarden: https://klant.afas.nl/opleiding-zelfstudie/inrichtingssessie-van-indienst-tot-onboarden-zelfstudie De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
ERP,[Saldi] Analyse van grootboekrekeningen #7400 en #7410 voor onverklaard saldo.,"Probleembeschrijving: In onze administratie horen grootboekrekeningen #7400 en #7410 tegen elkaar weg te lopen, dit gebeurd echter niet. - #7400 betreft de boekingen van inkoopfacturen op project - #7410 betreft de overboeking naar het onderhandenwerk daarvan. Per eind periode 4 staat er een saldo van maar liefst 744k op deze 2 rekeningen! Ik heb geprobeerd om de mutaties tegen elkaar weg te strepen en vermoed dat het saldo ontstaat doordat er inkoopfacturen met bewakingscode 01-arbeid geboekt zijn. Uit de implementatie herinner ik me dat Afas dat niet toestaat (alleen arbeid via prestatiebon of urenregistratie). Een andere oorzaak is ook mogelijk, maar het is wel zaak om dit probleem op te lossen voor het verschil nog veel groter wordt. Het is ondoenlijk om het verschil handmatig te analyseren. Is het mogelijk om hier door Afas een analyse op los te laten? Ik zou graag weten welke factuurregels wel op #7400 zijn geboekt, maar niet via #7410 zijn doorgeboekt naar het OHW. Hiervan zou ik tevens graag inzichtelijk hebben welk project en bewakingscode daarbij hoort, zodat we deze posten alsnog kunnen corrigeren. En uiteraard kunnen voorkomen dat het probleem zich blijft voordoen. Kunnen jullie ons daarbij helpen? Aanvullende details: - Kun je bevestigen of de bewakingscode 01-arbeid inderdaad gebruikt is bij deze boekingen? - nee - Zijn er specifieke periodes waarin dit probleem zich voordoet, naast periode 4? - nee, allemaal - Heb je al een overzicht van alle mutaties op grootboekrekeningen #7400 en #7410 die niet overeenkomen? Zo ja, kun je dat delen als bijlage voor verdere analyse? - zie bijgaand","Beste Astrid, Vanuit Support bieden we geen ondersteuning bij het verklaren van Saldi. Wel geef ik graag enkele handcaten mee. Om het probleem met de onverklaarde saldi op rekeningen #7400 (inkoopfacturen op project) en #7410 (overboeking naar onderhanden werk) te analyseren, kun je gebruik maken van rapportages in AFAS Profit. Hieronder staan enkele stappen die kunnen helpen bij jouw analyse. 1. Controleer mutaties via een rapport Je kunt een overzicht genereren om inzicht te krijgen in welke factuurregels wel geboekt zijn op rekening #7400 maar niet doorgeboekt naar OHW (#7410). Dit kan als volgt: - Gebruik beschikbare gegevensverzamelingen zoals ""Mutaties ontvangsten en facturen"" of vergelijkbare financiële overzichten. - Filter specifiek op grootboekrekeningnummers (#7400 en #7410), peilperiode(s), projecten, bewakingscodes, etc. Dit geeft inzicht in ontbrekende koppelingen tussen beide rekeningen. 2. Bewakingscode controleren Het lijkt erop dat boekingen met bewakingscode 01-Arbeid mogelijk buiten de standaard workflow vallen omdat arbeid normaliter wordt verwerkt via prestatiebonnen of urenregistratie. Je kunt dit verifiëren door: - Een selectie/filter toe te passen binnen het gegenereerde overzicht om alle regels met deze specifieke code eruit te halen. Als blijkt dat er toch boekingen plaatsvinden onder deze code zonder correcte verwerking richting OHW-rekening, dan is hier waarschijnlijk sprake van foutieve inrichting of handmatige invoer. 3. Rapportage voor nog-te-confronteren posten Gebruik eventueel bestaande functionaliteiten zoals ""Nog-te-journaliseren ontvangstregels"" uit relevante modules binnen AFAS Profit: - Hiermee krijg je zichtbaarheid over openstaande posten die niet correct gekoppeld/gejournaliseerd zijn tussen verschillende administratieve processen/rekeningen. Let hierbij ook goed op eventuele uitzonderingsposten vermeld onder categorieën als: - Inkoopfacturen zonder verwachte journaalpost, - Ontvangstjournaalpost vanuit andere administratie, - Niet verder confronteerbare transacties/factuurlijnen enzovoort! Preventie voor toekomstige fouten 1. Inrichting controle: Zorg ervoor dat instellingen rondom journalisering/doorboeken consistent blijven per type transactie én voldoen aan implementatieregels m.b.t arbeidskosten versus materiaal/projectuitgaven! Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Stijn van Brummelen Meer informatie over de werkwijze van Support vind je op onze klantportal: https://klant.afas.nl/werkwijze-support"
HRM,"[Loonstrook] Afdrukken loonstrook geeft de foutmelding: ""Pipe is broken."".","Probleembeschrijving: Heropening foutmelding Pipe is broken: 2312122. Wij hebben in de maand april op nieuw deze melding gehad en ook bij deze melding waren de loonstroken niet gegeneerd. Het is door de actie opnieuw handmatig genereren opgelost, maar kunnen jullie aangeven wanneer dit probleem wordt opgelost? Aanvullende details: - Kun je aangeven of er specifieke stappen of processen zijn uitgevoerd voordat de foutmelding 'Pipe is broken' verscheen? - genereren Loonstroken - Speelt dit probleem bij meerdere gebruikers of specifieke medewerkers? - alle medewerkers - Kun je de exacte foutmelding of een screenshot daarvan delen? - zie eerdere melding","Beste Nathalie, In het vorige incident heb ik aangegeven dat de foutmelding opgelost zal worden met de uitlevering van de nieuwe rapportgenerator. Na verwachting wordt deze meegeleverd met Profit 6. Ik wil je daarom aanraden om de roadmap goed in de gaten te houden: https://www.afas.nl/roadmap#profit. In de tussentijd kan je de workaround gebruiken om de loonstroken handmatig te verstrekken. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Mooie werkdag gewenst! Met vriendelijke groet, Anne May de Ruwe Nog niet over op het nieuwe onboarden? Dan kun je nu gebruikmaken van de zelfstudie over Onboarden: https://klant.afas.nl/opleiding-zelfstudie/inrichtingssessie-van-indienst-tot-onboarden-zelfstudie De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
HRM,[Loonaangifte] Stagiaire melding gaat af; De aangegeven Code aard arbeidsverhouding kan niet gebruikt worden bij de soort inkomstenverhouding 11 (Ambtenaar).,"Probleembeschrijving: Een foutmelding van belastingdienst van aangifte febr. 2025, foutmelding L2203. Het gaat om werknemer die regulier 1e contact heeft en tijdelijk een 2e dienstverband heeft als stagiair. Het 2e dienstverband (febr-mrt 2025) heb ik middels een nevendienstverband aangemaakt. Volgens mij heb ik de fout gevonden, zie bijlage. Klopt het dat ik bij het 2e dienstverband bij ""Afwijking instantie per DV"" bij ""soort inkomsterverhouding "" dan 15 i.p.v. 11 moet invoeren. Bij ""aard arbeidsverhouding"" lijkt mij ""stagiair (7)"" correct. Aanvullende details: - Kun je bevestigen of de bijlage de volledige foutmelding en context bevat? - ja - Is het stamnummer van het looncomponent voor het 2e dienstverband beschikbaar? - ja - Kun je aangeven of de wijziging naar soort inkomstenverhouding 15 het probleem oplost? - Hierop wil ik graag een check","Beste Gert, In een oud incident heb ik kunnen vinden dan dit inderdaad code 15 moet zijn. Dit is toen door de klant wel besproken met de Belastingdienst. Mijn advies is ook om dit alsnog te verifiëren bij de Belastingdienst. Vanuit Support kunnen wij namelijk geen advies geven over welke code je moet gebruiken. Ik ga ervan uit dat je hiermee voldoende bent geïnformeerd en sluit hierbij het incident. Wil jij mij beoordelen op mijn klantvriendelijkheid en het gegeven antwoord? Heb je een nieuwe vraag? Met help.afas.nl is je antwoord zó gevonden. Vind je hier de oplossing niet? Stuur dan een incident via https://klant.afas.nl/support. Alvast bedankt en een fijne dag gewenst! Met vriendelijke groet, Anne May de Ruwe Nog niet over op het nieuwe onboarden? Dan kun je nu gebruikmaken van de zelfstudie over Onboarden: https://klant.afas.nl/opleiding-zelfstudie/inrichtingssessie-van-indienst-tot-onboarden-zelfstudie De deadline nadert, ga snel aan de slag. Alle informatie lees je hier: https://klant.afas.nl/thema/onboarden"
ERP,"[Wens] Inkoopaanvraag voor dezelfde zzp'er met verschillende tarieven en projecten geeft foutmelding: 'Deze inkooporderregel overlapt met inkoopordernummer 00009, volgnummer 1 en mag niet aangemaakt worden.'","Probleembeschrijving: Wij zijn op dit moment de functionaliteit voor inhuur derden aan het testen om te kijken of we dit kunnen gebruiken voor de zzp'ers die wij inzetten bij onze opdrachtgevers. zzp'ers kunnen bij ons op meerdere verschillende projecten tegelijk actief zijn, tegen verschillende tarieven. Nu probeer ik voor dezelfde zzp'er een inkoopaanvraag aan te maken (inkoopaanvraag 1 = gekoppeld aan project 1, met zzp'er x tegen een tarief voor gewerkte uren van 100 euro, en inkoopaanvraag 2 = gekoppeld aan project 2, met zzp'er x tegen een tarief voor gewerkte uren van 125 euro), maar dan krijg ik een melding 'Deze inkooporderregel overlapt met inkoopordernummer 00009, volgnummer 1 en mag niet aangemaakt worden. Wijzig de persoon en/of datum vanaf en/of datum tot en met en/of itemcode.'. Is het niet mogelijk om voor een en dezelfde zzp'er meerdere overlappende inkoopaanvragen aan te maken voor dezelfde periode en werksoort, die wel aan verschillende projecten gekoppeld zijn? Aanvullende details: - Speelt dit probleem specifiek bij meerdere projecten of onder specifieke voorwaarden? - zie beschrijving/bijlagen - Kan je de volledige instellingen/configuratie van de betrokken projecten/items delen? - zie beschrijving/bijlagen - Welke stappen heb je tot nu toe ondernomen om deze melding te analyseren of op te lossen? - zie beschrijving/bijlagen","Hoi Anika, Mooi dat jullie al zo vindingrijk zijn geweest dit in te richten. Dan is inderdaad de enige optie dit toe te voegen op de wenslijst. Hieronder heb ik de informatie en de link toegevoegd. -------------------------------------------------------------------- Super fijn dat je meedenkt om onze software een procentje beter te maken! Wist je dat je zelf een wens kunt insturen via het klantportal? Hoe pak je dit aan? 1. Ga naar https://klant.afas.nl/wensenlijst 2. Of idee.afas.nl 3. Bekijk of jouw wens al bestaat en voeg jouw stem toe 4. Bestaat jouw wens nog niet? Stuur hem in! De voordelen van de wensenlijst? - Inzichtelijk wat andere klanten gewenst hebben - Rechtstreeks contact met onze productmanagers - Het helpt ons om inzichtelijk te krijgen wat jouw behoefte is Meer informatie over de wensenlijst? Bekijk de FAQ op www.afas.nl/wensenlijst/faq Samen maken wij AFAS. Wij zien jouw wens graag tegemoet.Een fijne dag gewenst! ;) Met vriendelijke groet,Thomas de Krosse"
